Canonical SMILES,Toxicity Value
Nc1cc(S(=O)(=O)O)cc2cc(S(=O)(=O)O)c(N=Nc3ccc(-c4ccc(N=Nc5c(S(=O)(=O)O)cc6cc(S(=O)(=O)O)cc(N)c6c5O)cc4)cc3)c(O)c12,1999.905309
C=Cc1ccc(OC(C)=O)cc1,199.9901348
CC(C)(N=C=O)c1cccc(C(C)(C)N=C=O)c1,1999.967252
CC(C)(O)CN,1960.043978
O=C=Nc1cccc(Cl)c1,7939.586369
C=CCOC(=O)CCCCC(=O)OCC=C,999.9911601
CC(C)CCC(C)Nc1ccc(Nc2ccccc2)cc1,7939.128501
ClC(Cl)(Cl)CC1CO1,1999.9772
O=S1(=O)CC(Cl)(Cl)C(Cl)(Cl)C1,199.9589074
N#[N+][N-]P(=O)(c1ccccc1)c1ccccc1,2399.940792
CC(=O)c1c(O)cc(C)oc1=O,5000.059468
O=C1CCCCCCCC(=O)OCCO1,7939.962944
CCCCCCCCCC=CC=O,4999.808018
O=C(O)CS,300.0032567
C=CCOC(=O)COCC(=O)OCC=C,999.9673227
C=C(Cl)CO,24.99864902
N#CC(C#N)=C1SCS1,125.9844765
O=C(OCCCl)c1ccccc1C(=O)OCCCl,1259.956721
N#CSCSC#N,398.009171
CCC=CCC=O,4999.745275
CC1(C)CC(=O)CC(C)(C#N)C1,15999.41903
,2000.027347
CCN1CN(CC)CN(CC)C1,1999.906589
Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)c(Cl)c1Cl,2000.099757
Clc1cc(Cl)c(-c2c(Cl)c(Cl)c(-c3c(Cl)cc(Cl)c(Cl)c3Cl)c(Cl)c2Cl)cc1Cl,3159.974068
Clc1cc(Cl)cc(-c2cc(Cl)cc(Cl)c2)c1,1269.034767
CCCCCCC1CCCC1=O,5000.0
CCOP(=O)(OCC)SCc1ccccc1,575.9889362
Cc1nccn1Cc1ccccc1,199.9988385
Cc1ccc(SN2C(=O)c3ccccc3C2=O)cc1,1579.853335
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,129.9993019
CCNC(=O)C(C)OC(=O)Nc1ccccc1,499.9978839
CNC(C)C#N,50.09880883
CC=CC=CC=CC(C)=O,4999.85315
CSCCC(O)C#N,126.0
CC(C)(C)c1ccc(CCC=O)cc1,4999.842338
CCCC=CC(OC)OC,4999.861312
CCSC(SCC)=C(C#N)C#N,31.5974505
CCOC(=O)C1OC1C,2829.934765
CCC(CC(C)CC)=NO,4999.999995
CCN1CC(C)OC1=NP(=O)(OC)SC,1.499964326
Cc1nc(N(C)C)nc(OC(=O)N(C)C)c1C,899.9962239
O=C(CC(C(=O)OC1CCCCC1)S(=O)(=O)O)OC1CCCCC1,4999.393014
C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,3159.851952
CCCCCC1C(=O)CCC1CC(=O)OC,4999.867445
Cc1ccccc1OP(=O)(Oc1ccccc1)Oc1ccccc1,3159.860719
CCC(=O)C=CC=C(C)CCC=C(C)C,4999.781902
CC(C)c1cccc(C(C)C)c1N=C=O,1259.969009
,8032.019261
OCC=CCl,169.9908134
N#CC(O)CCl,24.99905232
CCOCN(C(=O)CCl)c1c(C)cccc1CC,1259.990657
COC1(C)CCCCCCCCCCC1,4999.835203
CCCCN1C(=O)c2cccc([N+](=O)[O-])c2C1=O,1999.935545
CCCCN1C(=O)c2ccc([N+](=O)[O-])cc2C1=O,1999.935545
O=c1oc2ccccc2c(O)c1C1CC(c2ccc(-c3ccc(Br)cc3)cc2)Cc2ccccc21,2.499875817
CCCSP(=O)(OCC)Oc1ccc(Sc2ccc(Cl)cc2)cc1,1249.984488
CC(=O)OCc1ccc(C(C)C)cc1,4999.791944
CCOC(=S)SCC#N,50.11522406
O=C(O)c1cccc(Oc2ccc(C(F)(F)F)cc2Cl)c1,4999.968421
CB1P(C)B(C)P(C)B(C)P1C,600.0890671
COC(C)(N)CC(C)O,1379.98964
CC(C)OC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,1000.010548
CC(C)(C)CCCCCCCCCCCCCCCN,1999.689643
CC(=CC1C(C)=CCCC1(C)C)C(C)O,4999.880008
CCOCN(C(=O)CCl)c1c(C)cccc1OC(C)C,7939.788121
CCOC(=O)C(Br)C#N,315.9967083
N#CC(Cl)CS(=O)(=O)c1ccccc1,999.9651705
CC(C)CCN(C)C,2000.000001
Cc1ccc(O)c(C(C)(C)C)c1,2199.892846
CNC(=O)Oc1ccc(C)c(C)c1,1000.005579
CCOP(=S)(OCC)SCC(=O)NC(N)=O,19.99895218
N#CCCCCCN,3159.830981
CSCCC=O,2499.904004
CC(C)(C#N)C(C)(C)C#N,79.39533616
C=C(C)C(=O)OCCc1ccccc1,4999.947432
COP(=S)(OC)SCCSC,49.99311327
CN(C1CCCCC1)C1CCCCC1,1999.897619
CC(CC(C)C)=NC(C)CC(C)C,399.9803641
CCCOCN(C(=O)CCl)c1c(C)cccc1OCC,1999.946629
CCCCOc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,1999.714682
OB(O)c1ccccc1,4499.926185
